USC00080737,734Q,734
USC00080945,733R,733
USC00080992,737Q,737
USC00081046,725R,725
USC00081163,706R,706
USC00081276,738R,738
USC00081306,766R,766
USC00081544,677R,677
USC00081641,721R,721
USC00081651,732Q,732
USC00081654,745R,745
USC00081795,776P,776
USC00081858,753R,753
USC00081978,708R,708
USC00082008,676R,676
USC00082046,775Q,775
USC00082150,706Q,706
USC00082220,669R,669
USC00082229,701R,701
USC00082298,736S,736
USC00082418,774R,774
USC00082441,773R,773
USC00082850,756R,756
USC00082915,707R,707
USC00082944,693S,693
USC00083020,757R,757
USC00083026,718Q,718
USC00083137,719R,719
USC00083153,719Q,719
USC00083163,755S,755
USC00083168,761R,761
USC00083207,732R,732
USC00083322,686R,686
USC00083470,670S,670
USC00083874,682S,682
USC00083909,760S,760
USC00083956,685R,685
USC00084050,758Q,758
USC00084095,748R,748
USC00084210,737R,737
USC00084289,703S,703
USC00084320,772Q,772
USC00084366,702R,702
USC00084394,669S,669
USC00084412,762Q,762
USC00084461,757Q,757
USC00084625,718S,718
USC00084662,723R,723
USC00084707,726R,726
USC00084731,686S,686
USC00084802,726R,726
USC00085076,706S,706
USC00085099,696R,696
USC00085184,752R,752
USC00085275,672S,672
USC00085359,718Q,718
USC00085539,683S,683
USC00085667,758R,758
USC00085793,651R,651
USC00085879,666R,666
USC00085880,670Q,670
USC00085895,737R,737
USC00085973,734R,734
USC00086065,731S,731
USC00086078,750R,750
USC00086129,659Q,659
USC00086240,656R,656
USC00086315,758Q,758
USC00086406,758R,758
USC00086414,713S,713
USC00086485,733R,733
USC00086618,697R,697
USC00086657,728Q,728
USC00086764,735Q,735
USC00086767,694R,694
USC00086828,674Q,674
USC00086842,688R,688
USC00086880,724R,724
USC00087020,736R,736
USC00087025,689S,689
USC00087205,724S,724
USC00087228,704Q,704
USC00087254,763R,763
USC00087261,713Q,713
USC00087304,733Q,733
USC00087397,743S,743
USC00087429,672R,672
USC00087760,769R,769
USC00087826,703S,703
USC00087851,730S,730
USC00087982,727S,727
USC00088076,676Q,676
USC00088368,726Q,726
USC00088529,683R,683
USC00088565,681R,681
USC00088620,746R,746
USC00088756,676Q,676
USC00088780,759R,759
USC00088824,721S,721
USC00088841,775R,775
USC00088942,730S,730
USC00089120,685R,685
USC00089176,730R,730
USC00089219,727R,727
USC00089401,737S,737
USC00089430,711R,711
USC00089511,760Q,760
USC00089566,665S,665
USC00089640,685Q,685
USC00089707,739R,739
USC00090010,645Q,645
USC00090140,662S,662
USC00090181,603R,603
USC00090219,587R,587
USC00090236,592R,592
USC00090253,640R,640
USC00090311,617S,617
USC00090406,653R,653
USC00090586,669R,669
USC00090603,579Q,579
USC00090670,658Q,658
USC00090969,556R,556
USC00090979,657R,657
USC00091266,658S,658
USC00091340,686S,686
USC00091448,638R,638
USC00091463,668Q,668
USC00091474,605R,605
USC00091500,657R,657
USC00091640,597S,597
USC00091665,615R,615
USC00091732,597S,597
USC00091863,597R,597
USC00091908,592Q,592
USC00091965,575Q,575
USC00091973,658R,658
USC00091982,562S,562
USC00092006,563Q,563
USC00092153,670R,670
USC00092159,644R,644
USC00092180,601S,601
USC00092266,644S,644
USC00092283,583S,583
USC00092318,619R,619
USC00092361,652Q,652
USC00092408,588Q,588
USC00092450,637S,637
USC00092475,568R,568
USC00092485,602C,602
USC00092493,603R,603
USC00092517,605R,605
USC00092738,678Q,678
USC00092783,660R,660
USC00092839,645S,645
USC00092966,646S,646
USC00093060,584C,584
USC00093271,620R,620
USC00093325,677R,677
USC00093386,658R,658
USC00093465,695S,695
USC00093506,614R,614
USC00093538,679S,679
USC00093578,650Q,650
USC00093621,599S,599
USC00093658,649Q,649
USC00093754,662R,662
USC00093915,627R,627
USC00094133,608S,608
USC00094138,614Q,614
USC00094170,641R,641
USC00094204,661R,661
USC00094230,568R,568
USC00094429,656R,656
USC00094594,649R,649
USC00094648,585S,585
USC00094674,681R,681
USC00094676,650R,650
USC00094700,614R,614
USC00094862,634Q,634
USC00094941,585R,585
USC00094949,624R,624
USC00095061,652Q,652
USC00095165,613Q,613
USC00095314,640S,640
USC00095394,641R,641
USC00095401,653Q,653
USC00095404,598Q,598
USC00095550,650R,650
USC00095666,616R,616
USC00095811,664R,664
USC00095863,644R,644
USC00095874,634S,634
USC00095882,637R,637
USC00095988,611S,611
USC00096087,669R,669
USC00096093,531Q,531
USC00096148,638R,638
USC00096219,657R,657
USC00096244,663R,663
USC00096335,613R,613
USC00096838,658Q,658
USC00097087,633S,633
USC00097171,652R,652
USC00097276,661S,661
USC00097528,642Q,642
USC00097600,615S,615
USC00097777,635S,635
USC00097808,677R,677
USC00097827,540R,540
USC00098064,621S,621
USC00098436,596Q,596
USC00098476,645R,645
USC00098496,659R,659
USC00098535,619R,619
USC00098661,628S,628
USC00098666,674Q,674
USC00098703,655R,655
USC00098740,602R,602
USC00098950,612S,612
USC00098974,670Q,670
USC00099027,646Q,646
USC00099124,641R,641
USC00099141,620S,620
USC00099157,617S,617
USC00099186,661S,661
USC00099194,642R,642
USC00099291,618S,618
USC00099466,609R,609
USC00099486,601R,601
USC00099502,664R,664
USC00100010,448S,448
USC00100227,464R,464
USC00100282,490Q,490
USC00100347,451R,451
USC00100375,439R,439
USC00100448,501S,501
USC00100470,423R,423
USC00100528,466Q,466
USC00100667,457R,457
USC00100803,414R,414
USC00100915,466R,466
USC00101017,499S,499
USC00101018,527Q,527
USC00101079,470S,470
USC00101180,550R,550
USC00101195,547S,547
USC00101220,493S,493
USC00101363,459S,459
USC00101380,529R,529
USC00101408,487S,487
USC00101514,410R,410
USC00101551,496S,496
USC00101663,456R,456
USC00101671,403S,403
USC00101831,433Q,433
USC00101956,484R,484
USC00102159,469S,469
USC00102187,487Q,487
USC00102246,443R,443
USC00102260,431R,431
USC00102390,386R,386
USC00102444,528R,528
USC00102575,363R,363
USC00102577,365Q,365
USC00102676,402S,402
USC00102707,430S,430
USC00102845,517S,517
USC00102875,418S,418
USC00102892,440R,440
USC00102942,510S,510
USC00103108,415R,415
USC00103110,397R,397
USC00103143,489R,489
USC00103297,447S,447
USC00103448,471S,471
USC00103554,420R,420
USC00103558,419Q,419
USC00103631,522R,522
USC00103732,431S,431
USC00103760,522S,522
USC00103771,471S,471
USC00103882,394R,394
USC00103932,510R,510
USC00103940,434Q,434
USC00103964,435R,435
USC00104140,483S,483
USC00104150,433R,433
USC00104268,412R,412
USC00104295,487Q,487
USC00104318,508Q,508
USC00104384,439R,439
USC00104442,439S,439
USC00104455,460S,460
USC00104456,423S,423
USC00104598,389R,389
USC00104670,496R,496
USC00104793,507Q,507
USC00104831,469S,469
USC00104845,405R,405
USC00105013,486R,486
USC00105015,498Q,498
